Epoch,Train_Loss,Val_Loss,Accuracy,Precision,Recall,F1,MCC,AUROC,AUPRC,Time
16,0.4216293871214713,0.42773395942317116,0.7617657055261533,0.7579875682951936,0.8855751884916047,0.816829148622992,0.49405350964202244,0.8257339197157135,0.8663713054293821,4749.518133163452
17,0.42028672903870185,0.4200096908542845,0.7682303407806117,0.7731381390656207,0.8684259216429993,0.8180164479058875,0.5083607846994488,0.8303841926356295,0.8708472287705995,4712.721754550934
18,0.41934780734194566,0.42098215056790245,0.7371279539984325,0.8249451490340879,0.713064896618715,0.7649357415769364,0.4767970198479651,0.8265838871669358,0.8656834341706694,4677.992323637009
19,0.418868600570065,0.4129512028561698,0.7708245184471003,0.7943159286186384,0.8338498542948333,0.813602924583653,0.5176470148822838,0.8325821926176171,0.871949749917471,4443.187842130661
20,0.4162588838711146,0.40981896552774644,0.7587345407126359,0.8129078340455926,0.7764813358619732,0.7942771636591612,0.5037656272676944,0.8316560431781933,0.8723795672509699,4147.7351014614105
21,0.41535153214111686,0.40967295732763076,0.7693470857119076,0.795989188828456,0.8275706554419724,0.8114727609803666,0.5153873169664314,0.8329758209868809,0.8740059597896808,4299.114129066467
22,0.41542418183588453,0.408341405292352,0.7639853227809029,0.8116088403041825,0.7898723345205606,0.8005930753182212,0.5119204043329127,0.8345786896057347,0.8745648102603801,4746.109805345535
23,0.41369417488386956,0.4070325377914641,0.7699644167608848,0.8095791136300288,0.8060964891993154,0.8078340479777495,0.5213506402113897,0.8354252140235091,0.8756652375154448,4790.986131668091
24,0.41236414584075615,0.40721631546815235,0.770803709535337,0.8084583145717156,0.8097391183681021,0.8090982095915974,0.5223900371225931,0.8378139432260667,0.8774910633367852,4792.695987701416
25,0.4112470385968121,0.41131673256556195,0.7629101956731336,0.8176748593713932,0.7782737406910588,0.797487928429659,0.512909654309199,0.8356816708578332,0.8762362617689408,4795.447593927383
26,0.4106228659017605,0.4119278664390246,0.7500919060269545,0.8248399850609796,0.7406448031823859,0.7804782939832445,0.49621291605271267,0.8343498479942475,0.8749169691155911,4838.436195373535
27,0.40841221555550394,0.40499968081712723,0.7791411468484903,0.7922376627405672,0.8563763356306953,0.8230593543869789,0.533312196802768,0.8398832966259365,0.8802256168202972,4773.642338037491
28,0.40776987134094117,0.4019745770427916,0.7766787589565024,0.7958038147138965,0.8443383135205144,0.8193529563587805,0.5292159748913119,0.8411979180523235,0.8815153991608795,4733.826719522476
29,0.4058400063484625,0.40121569981177646,0.7760336826918408,0.8028661815173771,0.8305425782876174,0.8164699061574576,0.5299257928955804,0.8410640052475713,0.8815101329518218,4614.39365363121
30,0.40417511568460557,0.4109295904636383,0.7758880203094979,0.7738035060759852,0.8851010685045562,0.8257187550569071,0.5249968217541283,0.8388451111487043,0.880205785368932,4627.991357088089
31,0.4026028803470383,0.4075747604171435,0.7712823145058924,0.7941933355328274,0.8350987557241315,0.8141325547050269,0.5184768096420378,0.8379099385664056,0.8810874253676579,4599.769271612167
32,0.4004318916271162,0.39465609523985123,0.7810555667307119,0.8128653637969346,0.8248878301494056,0.8188324695375679,0.5423371085849211,0.8470737417096075,0.8865744574831327,4625.605142116547
33,0.39897249455707684,0.4011869455377261,0.7805492165444721,0.8031130469389108,0.8400943614413248,0.8211875614635966,0.5384789972523413,0.8481855557881631,0.8872794617135221,4598.302943944931
34,0.39745186396201704,0.3933295938703749,0.7776359688976132,0.8274878436281354,0.7950298348674777,0.8109341825902335,0.5419364335166122,0.8507225679377236,0.8902448015518132,4633.389727830887
35,0.3950900468352465,0.39327393886115813,0.7729609000547968,0.8275235843307412,0.7851311346500763,0.8057701665064502,0.5341061881749798,0.8487611121206132,0.8882304222328004,4623.064387559891
36,0.39420709737843895,0.4051054608490732,0.775971255956551,0.7920143155897635,0.8496230167907859,0.8198078575333906,0.5269805931820816,0.8436467694037302,0.8867888855531091,4625.68269777298
37,0.392549922789685,0.3853667105237643,0.7768591028584508,0.8320168252182631,0.7868541560664231,0.8088055248487442,0.5426171016592405,0.8534262686061638,0.8931455309783538,4502.655334234238
38,0.3915238290179039,0.38297298467821544,0.7782879814661959,0.8299278555173583,0.7928442573662057,0.8109623391370174,0.5440885828079666,0.8550996985149828,0.8947516857052187,4551.2286028862
39,0.3888333154025514,0.39166596200731063,0.7871803230930366,0.809025854620378,0.8445580276608539,0.8264101838755304,0.5526313799816298,0.8554377248254741,0.8940447138074609,4516.148334264755
40,0.38796463082265403,0.4022775987784068,0.7557241848108817,0.8303494322209762,0.7449581386743143,0.7853394205743056,0.5078945325466487,0.8420350482152201,0.8815927514013006,4583.665213346481
41,0.3871508458811402,0.3921346565087636,0.7893513862203386,0.7939724821595112,0.876173736065498,0.8330502185206564,0.5544908185648239,0.8563607103421513,0.894757461069735,4521.696058034897
42,0.3852684432963844,0.3802335411310196,0.7789399940347786,0.8387553041018387,0.7817429113279986,0.8092462022816237,0.5491215957403368,0.8575033800336027,0.8970823167741374,4528.365110635757
43,0.38260849059944274,0.3771895170211792,0.7792243824955434,0.8501262189418112,0.7671839585549748,0.8065282800960398,0.554988687023826,0.861782034542625,0.9000010740504683,4520.057444572449
44,0.3818188089677588,0.3940330528550678,0.7736267852312216,0.8202093493517307,0.7973888709005967,0.8086381386839914,0.532025573370346,0.8470968950697706,0.889820677069697,4522.853301525116
45,0.3807997668767201,0.3739243646462758,0.7954553336709002,0.8303632505884126,0.8281835422544983,0.8292719641047909,0.5742096754690267,0.8642106891029194,0.9015764915644916,4488.539199352264
46,0.3792375925023473,0.37626224425103927,0.7882831954164904,0.8430047938403443,0.7951107821823397,0.8183576431661698,0.5665402145254271,0.8642531878913906,0.9012047287740504,4508.398701429367
47,0.3783138211029185,0.37445153627130723,0.7920287995338804,0.8389024200031195,0.8085480364494195,0.8234455874645955,0.5712390312700314,0.8632040316097487,0.9016522999582186,4443.1050770282745
48,0.38455462653178146,0.37312519881460404,0.7919802454064327,0.8301112721492356,0.8212798926869883,0.8256719680059523,0.5678858765973985,0.8647566070858783,0.9033463177233263,4384.30012845993
49,0.3784337698097109,0.38098664664559895,0.7962807538375102,0.8214993469350989,0.843690735001619,0.8324471726530054,0.5730992420385059,0.8630724730561601,0.899582627318218,4407.20099234581
50,0.3743462716743397,0.3779335518678029,0.7968079129355132,0.8157482054113749,0.8541791942273,0.8345214827200524,0.5727288983972608,0.8636991726915072,0.9020473727607854,4392.229027748108
